"Date of Download: 2023-10-05_19:41:25"
"Search Parameters: Data Level:plot  Trait List:79176,79120,79219  Trial List:1424,1425,1426,1427,1428,1429,1430,1431  Accession List:  Plot List:313912,313930,313922,313906,313917,313914,313929,313905,313902,313927,313908,313924,313918,313925,313923,313913,313919,313928,313907,313901,313926,313920,313899,313910,313934,313933,313911,313921,313909,313915,313932,313900,313931,313916,313904,313903,313942,313965,313957,313952,313945,313946,313964,313948,313936,313969,313950,313959,313956,313954,313958,313940,313961,313970,313951,313939,313955,313960,313937,313949,313967,313966,313941,313962,313953,313943,313968,313938,313963,313944,313947,313935,313976,313994,314002,313981,313971,313974,313995,313983,313986,313997,313982,314000,314006,313999,314001,313975,314003,313996,313980,313987,313998,314005,313989,313978,313990,313991,313977,314004,313979,313973,313992,313988,313993,313972,313984,313985,314012,314030,314038,314018,314008,314010,314031,314019,314022,314033,314017,314036,314042,314035,314037,314011,314040,314032,314016,314023,314034,314041,314025,314014,314026,314027,314013,314039,314015,314009,314028,314024,314029,314007,314020,314021,314069,314047,314053,314064,314072,314073,314046,314061,314078,314043,314065,314054,314051,314058,314052,314067,314057,314044,314063,314076,314059,314056,314074,314062,314049,314048,314068,314055,314066,314070,314050,314075,314045,314071,314060,314077,314084,314103,314109,314089,314079,314082,314102,314091,314094,314105,314090,314108,314114,314107,314110,314083,314112,314104,314088,314095,314106,314113,314097,314086,314098,314099,314085,314111,314087,314081,314100,314096,314101,314080,314092,314093,314143,314121,314128,314135,314140,314139,314120,314137,314149,314116,314133,314126,314129,314131,314127,314145,314125,314115,314134,314146,314130,314124,314148,314136,314118,314119,314144,314123,314132,314142,314117,314147,314122,314141,314138,314150,314177,314155,314160,314171,314179,314181,314154,314169,314186,314151,314172,314162,314159,314166,314161,314175,314165,314152,314173,314184,314167,314163,314182,314170,314157,314156,314176,314164,314174,314178,314158,314183,314153,314180,314168,314185  Plant List:  Location List:  Year List:2022  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Total milling percentage|LSU_01:0000101","Whole milling percentage|LSU_01:0000100","Yield|LSU_01:0000138","notes","22_DOP_1_Harvesting Diff Dates"
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","43808","CLL17","17NTPID-127,19NTPID-103,20NTPID-100,CA17245,RU1602097","plot","313981","22_DOP_3-rep1-CLL17_4","1","1","4","1","4","test","","68.38","63.49","11814.6654245455","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","51423","DG263L","RU2102020","plot","313997","22_DOP_3-rep1-DG263L_10","1","1","10","2","3","test","","65.37","55.01","10081.6620523295","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","49955","DGL2065","20DGL2065","plot","313994","22_DOP_3-rep1-DGL2065_2","1","1","2","1","2","test","","69.82","64.7","11892.4764296591","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","46822","PVL03","183L2069,20NTPID-370,RU2002074","plot","314002","22_DOP_3-rep1-PVL03_3","1","1","3","1","3","test","","69.45","60.85","10463.1481203409","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","313898","RT7331MA","","plot","313995","22_DOP_3-rep1-RT7331MA_7","1","1","7","2","6","test","","68.49","61.04","12694.8465429545","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","46101","RTv7231MA","","plot","313983","22_DOP_3-rep1-RTv7231MA_8","1","1","8","2","5","test","","69.1","57.95","12178.5208977273","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","42107","CLL19","172L1189,19NTPID-295,20NTPID-281,CLL19,RU1902026","plot","313976","22_DOP_3-rep1-RU1902026_1","1","1","1","1","1","test","","68.38","61.79","12243.8306215909","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","49060","RU2002182","181L1578","plot","314000","22_DOP_3-rep1-RU2002182_12","1","1","12","2","1","test","","67.31","59.35","10737.5095728409","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","56973","RU2102186","193L2086","plot","313971","22_DOP_3-rep1-RU2102186_5","1","1","5","1","5","test","","69.62","57.67","10851.4909517045","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","53477","203L1104","RU2302011","plot","314001","22_DOP_3-rep2-203L1104_15","2","2","15","3","3","test","","68.48","62.44","11868.8527963636","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","60424","AddiJo","181L2027,20NTPID-375,RU2002126","plot","313987","22_DOP_3-rep2-AddiJo_20","2","2","20","4","5","test","","67.93","57.74","10288.3271727273","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","47237","Avant","171L1755,19NTPID-347,20NTPID-330,RU1902212","plot","313998","22_DOP_3-rep2-Avant_21","2","2","21","4","4","test","","69.11","62.2","10855.7489638636","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","43808","CLL17","17NTPID-127,19NTPID-103,20NTPID-100,CA17245,RU1602097","plot","313975","22_DOP_3-rep2-CLL17_16","2","2","16","3","4","test","","68.1","62.84","11531.5000394318","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","51423","DG263L","RU2102020","plot","314006","22_DOP_3-rep2-DG263L_13","2","2","13","3","1","test","","65.98","55.19","10718.2348701136","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","49955","DGL2065","20DGL2065","plot","314005","22_DOP_3-rep2-DGL2065_22","2","2","22","4","3","test","","70.69","65.77","11982.478078125","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","46822","PVL03","183L2069,20NTPID-370,RU2002074","plot","313996","22_DOP_3-rep2-PVL03_18","2","2","18","3","6","test","","69.65","61.1","10435.069485","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","313898","RT7331MA","","plot","313980","22_DOP_3-rep2-RT7331MA_19","2","2","19","4","6","test","","73.99","64.69","12213.6760159091","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","46101","RTv7231MA","","plot","313978","22_DOP_3-rep2-RTv7231MA_24","2","2","24","4","1","test","","69.06","59.41","12084.6173342045","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","42107","CLL19","172L1189,19NTPID-295,20NTPID-281,CLL19,RU1902026","plot","313999","22_DOP_3-rep2-RU1902026_14","2","2","14","3","2","test","","67.69","60.73","12452.7990083523","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","49060","RU2002182","181L1578","plot","314003","22_DOP_3-rep2-RU2002182_17","2","2","17","3","5","test","","68.92","61.75","10137.4480728409","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","56973","RU2102186","193L2086","plot","313989","22_DOP_3-rep2-RU2102186_23","2","2","23","4","2","test","","69.21","57.44","11343.66260625","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","53477","203L1104","RU2302011","plot","313979","22_DOP_3-rep3-203L1104_29","3","3","29","5","5","test","","","","10763.3910132955","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","60424","AddiJo","181L2027,20NTPID-375,RU2002126","plot","313973","22_DOP_3-rep3-AddiJo_30","3","3","30","5","6","test","","","","9640.06376284091","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","47237","Avant","171L1755,19NTPID-347,20NTPID-330,RU1902212","plot","314004","22_DOP_3-rep3-Avant_28","3","3","28","5","4","test","","","","10812.9263931818","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","43808","CLL17","17NTPID-127,19NTPID-103,20NTPID-100,CA17245,RU1602097","plot","313992","22_DOP_3-rep3-CLL17_31","3","3","31","6","6","test","","","","11107.7672173295","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","51423","DG263L","RU2102020","plot","313990","22_DOP_3-rep3-DG263L_25","3","3","25","5","1","test","","","","10225.3813275","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","49955","DGL2065","20DGL2065","plot","313977","22_DOP_3-rep3-DGL2065_27","3","3","27","5","3","test","","","","11715.5188994318","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","46822","PVL03","183L2069,20NTPID-370,RU2002074","plot","313972","22_DOP_3-rep3-PVL03_34","3","3","34","6","3","test","","","","11355.4062340909","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","313898","RT7331MA","","plot","313984","22_DOP_3-rep3-RT7331MA_35","3","3","35","6","2","test","","","","12767.308515","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","46101","RTv7231MA","","plot","313985","22_DOP_3-rep3-RTv7231MA_36","3","3","36","6","1","test","","","","12117.3631145455","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","42107","CLL19","172L1189,19NTPID-295,20NTPID-281,CLL19,RU1902026","plot","313988","22_DOP_3-rep3-RU1902026_32","3","3","32","6","5","test","","","","12164.9437486364","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","49060","RU2002182","181L1578","plot","313993","22_DOP_3-rep3-RU2002182_33","3","3","33","6","4","test","","","","10055.3487494318","",""
"2022","167","LSU Rice","LSU rice breeding program","1426","22_DOP_3","DOP","RCBD","","","","no","no","2022-March-21","2022-July-28","32","Rice Research Station","56973","RU2102186","193L2086","plot","313991","22_DOP_3-rep3-RU2102186_26","3","3","26","5","2","test","","","","11002.8322201705","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","53477","203L1104","RU2302011","plot","314022","22_DOP_4-rep1-203L1104_9","1","1","9","2","4","test","","67.21","58.64","10831.110075","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","60424","AddiJo","181L2027,20NTPID-375,RU2002126","plot","314033","22_DOP_4-rep1-AddiJo_10","1","1","10","2","3","test","","65.3","56.43","8963.89597789773","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","47237","Avant","171L1755,19NTPID-347,20NTPID-330,RU1902212","plot","314019","22_DOP_4-rep1-Avant_8","1","1","8","2","5","test","","68.75","61.17","9903.56046545454","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","43808","CLL17","17NTPID-127,19NTPID-103,20NTPID-100,CA17245,RU1602097","plot","314010","22_DOP_4-rep1-CLL17_6","1","1","6","1","6","test","","66.06","57.67","8056.91665840909","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","51423","DG263L","RU2102020","plot","314030","22_DOP_4-rep1-DG263L_2","1","1","2","1","2","test","","65.78","58.4","9735.92207215909","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","49955","DGL2065","20DGL2065","plot","314036","22_DOP_4-rep1-DGL2065_12","1","1","12","2","1","test","","67.03","55.16","10470.3003685227","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","46822","PVL03","183L2069,20NTPID-370,RU2002074","plot","314031","22_DOP_4-rep1-PVL03_7","1","1","7","2","6","test","","67.2","59.56","10098.9441265909","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","313898","RT7331MA","","plot","314018","22_DOP_4-rep1-RT7331MA_4","1","1","4","1","4","test","","67.75","59.67","13410.87447375","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","46101","RTv7231MA","","plot","314012","22_DOP_4-rep1-RTv7231MA_1","1","1","1","1","1","test","","64.63","49.72","9215.2778025","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","42107","CLL19","172L1189,19NTPID-295,20NTPID-281,CLL19,RU1902026","plot","314008","22_DOP_4-rep1-RU1902026_5","1","1","5","1","5","test","","67.94","60.69","10314.4813684091","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","49060","RU2002182","181L1578","plot","314017","22_DOP_4-rep1-RU2002182_11","1","1","11","2","2","test","","66.67","58.22","9184.274625","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","56973","RU2102186","193L2086","plot","314038","22_DOP_4-rep1-RU2102186_3","1","1","3","1","3","test","","66.04","54.85","9757.50004125","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","53477","203L1104","RU2302011","plot","314042","22_DOP_4-rep2-203L1104_13","2","2","13","3","1","test","","68.06","61.28","10041.7564472727","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","60424","AddiJo","181L2027,20NTPID-375,RU2002126","plot","314023","22_DOP_4-rep2-AddiJo_20","2","2","20","4","5","test","","66.82","57.64","9597.81700875","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","47237","Avant","171L1755,19NTPID-347,20NTPID-330,RU1902212","plot","314032","22_DOP_4-rep2-Avant_18","2","2","18","3","6","test","","68.56","61.69","9828.82553318182","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","43808","CLL17","17NTPID-127,19NTPID-103,20NTPID-100,CA17245,RU1602097","plot","314025","22_DOP_4-rep2-CLL17_23","2","2","23","4","2","test","","66.12","58.01","6555.44459147727","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","51423","DG263L","RU2102020","plot","314034","22_DOP_4-rep2-DG263L_21","2","2","21","4","4","test","","66.3","57.82","10007.69235","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","49955","DGL2065","20DGL2065","plot","314016","22_DOP_4-rep2-DGL2065_19","2","2","19","4","6","test","","69.4","63.05","10107.285890625","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","46822","PVL03","183L2069,20NTPID-370,RU2002074","plot","314041","22_DOP_4-rep2-PVL03_22","2","2","22","4","3","test","","68.62","58.07","9830.09839090909","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","313898","RT7331MA","","plot","314035","22_DOP_4-rep2-RT7331MA_14","2","2","14","3","2","test","","68.93","60.38","12699.4833818182","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","46101","RTv7231MA","","plot","314011","22_DOP_4-rep2-RTv7231MA_16","2","2","16","3","4","test","","65.8","51.01","8373.524865","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","42107","CLL19","172L1189,19NTPID-295,20NTPID-281,CLL19,RU1902026","plot","314040","22_DOP_4-rep2-RU1902026_17","2","2","17","3","5","test","","68.25","60.82","11355.4819994318","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","49060","RU2002182","181L1578","plot","314014","22_DOP_4-rep2-RU2002182_24","2","2","24","4","1","test","","68.26","60.32","9660.09611897728","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","56973","RU2102186","193L2086","plot","314037","22_DOP_4-rep2-RU2102186_15","2","2","15","3","3","test","","67.56","55.77","9406.05493090909","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","53477","203L1104","RU2302011","plot","314027","22_DOP_4-rep3-203L1104_26","3","3","26","5","2","test","","","","10640.7723855682","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","60424","AddiJo","181L2027,20NTPID-375,RU2002126","plot","314007","22_DOP_4-rep3-AddiJo_34","3","3","34","6","3","test","","","","9525.58233272727","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","47237","Avant","171L1755,19NTPID-347,20NTPID-330,RU1902212","plot","314026","22_DOP_4-rep3-Avant_25","3","3","25","5","1","test","","","","9128.98107920455","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","43808","CLL17","17NTPID-127,19NTPID-103,20NTPID-100,CA17245,RU1602097","plot","314009","22_DOP_4-rep3-CLL17_30","3","3","30","5","6","test","","","","7346.93480181818","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","51423","DG263L","RU2102020","plot","314021","22_DOP_4-rep3-DG263L_36","3","3","36","6","1","test","","","","9872.60274715909","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","49955","DGL2065","20DGL2065","plot","314015","22_DOP_4-rep3-DGL2065_29","3","3","29","5","5","test","","","","9933.19986681818","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","46822","PVL03","183L2069,20NTPID-370,RU2002074","plot","314039","22_DOP_4-rep3-PVL03_28","3","3","28","5","4","test","","","","10156.8818827841","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","313898","RT7331MA","","plot","314028","22_DOP_4-rep3-RT7331MA_31","3","3","31","6","6","test","","","","14169.0203575568","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","46101","RTv7231MA","","plot","314029","22_DOP_4-rep3-RTv7231MA_33","3","3","33","6","4","test","","","","10055.4548209091","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","42107","CLL19","172L1189,19NTPID-295,20NTPID-281,CLL19,RU1902026","plot","314020","22_DOP_4-rep3-RU1902026_35","3","3","35","6","2","test","","","","10774.854309375","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","49060","RU2002182","181L1578","plot","314013","22_DOP_4-rep3-RU2002182_27","3","3","27","5","3","test","","","","9342.77571818182","",""
"2022","167","LSU Rice","LSU rice breeding program","1427","22_DOP_4","DOP","RCBD","","","","no","no","2022-April-04","2022-August-15","32","Rice Research Station","56973","RU2102186","193L2086","plot","314024","22_DOP_4-rep3-RU2102186_32","3","3","32","6","5","test","","","","9842.81939164773","",""
"2022","167","LSU Rice","LSU rice breeding program","1428","22_DOP_5","DOP","RCBD","","","","no","no","2022-April-19","2022-August-15","32","Rice Research Station","53477","203L1104","RU2302011","plot","314054","22_DOP_5-rep1-203L1104_12","1","1","12","2","1","test","","","","8983.40555318182","",""
"2022","167","LSU Rice","LSU rice breeding program","1428","22_DOP_5","DOP","RCBD","","","","no","no","2022-April-19","2022-August-15","32","Rice Research Station","60424","AddiJo","181L2027,20NTPID-375,RU2002126","plot","314061","22_DOP_5-rep1-AddiJo_8","1","1","8","2","5","test","","","","5242.18878443182","",""
"2022","167","LSU Rice","LSU rice breeding program","1428","22_DOP_5","DOP","RCBD","","","","no","no","2022-April-19","2022-August-15","32","Rice Research Station","47237","Avant","171L1755,19NTPID-347,20NTPID-330,RU1902212","plot","314065","22_DOP_5-rep1-Avant_11","1","1","11","2","2","test","","","","8159.01803181818","",""
"2022","167","LSU Rice","LSU rice breeding program","1428","22_DOP_5","DOP","RCBD","","","","no","no","2022-April-19","2022-August-15","32","Rice Research Station","43808","CLL17","17NTPID-127,19NTPID-103,20NTPID-100,CA17245,RU1602097","plot","314078","22_DOP_5-rep1-CLL17_9","1","1","9","2","4","test","","","","8924.62680170455","",""
"2022","167","LSU Rice","LSU rice breeding program","1428","22_DOP_5","DOP","RCBD","","","","no","no","2022-April-19","2022-August-15","32","Rice Research Station","51423","DG263L","RU2102020","plot","314072","22_DOP_5-rep1-DG263L_5","1","1","5","1","5","test","","","","8408.65725357955","",""
"2022","167","LSU Rice","LSU rice breeding program","1428","22_DOP_5","DOP","RCBD","","","","no","no","2022-April-19","2022-August-15","32","Rice Research Station","49955","DGL2065","20DGL2065","plot","314073","22_DOP_5-rep1-DGL2065_6","1","1","6","1","6","test","","","","7633.75207636364","",""
"2022","167","LSU Rice","LSU rice breeding program","1428","22_DOP_5","DOP","RCBD","","","","no","no","2022-April-19","2022-August-15","32","Rice Research Station","46822","PVL03","183L2069,20NTPID-370,RU2002074","plot","314064","22_DOP_5-rep1-PVL03_4","1","1","4","1","4","test","","","","7108.29670755682","",""
"2022","167","LSU Rice","LSU rice breeding program","1428","22_DOP_5","DOP","RCBD","","","","no","no","2022-April-19","2022-August-15","32","Rice Research Station","313898","RT7331MA","","plot","314047","22_DOP_5-rep1-RT7331MA_2","1","1","2","1","2","test","","","","9727.95155829546","",""
"2022","167","LSU Rice","LSU rice breeding program","1428","22_DOP_5","DOP","RCBD","","","","no","no","2022-April-19","2022-August-15","32","Rice Research Station","46101","RTv7231MA","","plot","314046","22_DOP_5-rep1-RTv7231MA_7","1","1","7","2","6","test","","","","8637.93075170455","",""
"2022","167","LSU Rice","LSU rice breeding program","1428","22_DOP_5","DOP","RCBD","","","","no","no","2022-April-19","2022-August-15","32","Rice Research Station","42107","CLL19","172L1189,19NTPID-295,20NTPID-281,CLL19,RU1902026","plot","314069","22_DOP_5-rep1-RU1902026_1","1","1","1","1","1","test","","","","9356.73169397728","",""
"2022","167","LSU Rice","LSU rice breeding program","1428","22_DOP_5","DOP","RCBD","","","","no","no","2022-April-19","2022-August-15","32","Rice Research Station","49060","RU2002182","181L1578","plot","314053","22_DOP_5-rep1-RU2002182_3","1","1","3","1","3","test","","","","5074.24732977273","",""
"2022","167","LSU Rice","LSU rice breeding program","1428","22_DOP_5","DOP","RCBD","","","","no","no","2022-April-19","2022-August-15","32","Rice Research Station","56973","RU2102186","193L2086","plot","314043","22_DOP_5-rep1-RU2102186_10","1","1","10","2","3","test","","","","6252.11804914773","",""
"2022","167","LSU Rice","LSU rice breeding program","1428","22_DOP_5","DOP","RCBD","","","","no","no","2022-April-19","2022-August-15","32","Rice Research Station","53477","203L1104","RU2302011","plot","314057","22_DOP_5-rep2-203L1104_17","2","2","17","3","5","test","","","","7894.82428806818","",""
"2022","167","LSU Rice","LSU rice breeding program","1428","22_DOP_5","DOP","RCBD","","","","no","no","2022-April-19","2022-August-15","32","Rice Research Station","60424","AddiJo","181L2027,20NTPID-375,RU2002126","plot","314051","22_DOP_5-rep2-AddiJo_13","2","2","13","3","1","test","","","","7771.47831306818","",""
"2022","167","LSU Rice","LSU rice breeding program","1428","22_DOP_5","DOP","RCBD","","","","no","no","2022-April-19","2022-August-15","32","Rice Research Station","47237","Avant","171L1755,19NTPID-347,20NTPID-330,RU1902212","plot","314063","22_DOP_5-rep2-Avant_19","2","2","19","4","6","test","","","","8391.40548545454","",""
